"","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T36","T37","T38","T39","T40","T41","T42","T43","T44","T45","T46","T47","T48"
"20200101",0.766304311712055,0.503911215187373,0.712492381353117,0.730241401911376,0.78077702838057,0.63596339961355,0.56097411265999,0.629231454553134,0.76764596814564,0.592960827818609,0.753881101338966,0.872715211833434,1.13716451474466,0.764368658705737,1.00225920978509,0.732678613008917,0.750434395878154,0.885144003261033,0.805939497933831,0.83680367921641,1.26893494349447,0.738653416461806,0.582344394474231,0.575471933078545,0.962643626320732,1.090465179326,0.712846880931395,0.719910897768349,0.651275509649007,0.811418489755058,0.767760614082465,0.684941313092,0.83867870828572,0.615254366131188,0.739160114765035,0.91884694912967,0.601759587408498,0.463865474687429,1.65080904620562,0.517190919504197,0.593838897950427,0.471422207481109,0.211949917988624,0.28812473681802,0.331209837527664,0.41683082304767,0.473709765061456,0.868436918122692
"20200102",1.14756055830721,0.793305339377254,0.878810975929167,0.78360928222306,1.05065824813819,0.929214826254618,0.814683520980881,1.28228242916588,1.75104184318883,1.37679550190041,1.33655899579739,1.29774331808948,1.16586966124682,0.907236245710852,0.946150335948894,1.15805119234099,1.17537067971653,1.07222811080524,0.900606363391295,1.18962203345789,1.49598835125318,1.23916091407223,1.14056708244852,1.00022156141855,0.909081483997512,1.3542579321885,1.28235586552459,1.19713081927197,0.983179767783298,0.967483867554372,0.938463621463622,0.72757285947832,0.91357720280159,0.784583838836662,0.825847627203726,0.459206220682914,-0.454756279945444,2.21766315353405,0.598060285428502,0.495379596033522,1.11300270518195,0.841481691818246,0.809559743227756,1.18736245065696,1.28439926481326,2.35290438350517,2.18334617156787,1.3090444154313
"20200103",1.37659885736465,0.922558061289266,0.945426821739208,1.19095164543337,1.57062844343426,1.24990282130037,0.432802715304118,0.359849634636144,0.726970274864571,0.873529093329231,0.774605937040063,0.926031856913107,1.04104135543867,0.7724717077334,1.28998816742321,1.08787696641132,1.19400038126992,1.23222708022344,1.10075334091024,1.16546818982393,1.28455484864159,1.26767867004786,1.03885713835821,0.724047034404107,1.03617493632195,1.07200586725674,0.864541244705518,0.873994958261781,0.698100147415468,0.613206300721282,0.633270089157887,0.712446694763965,0.595623577949693,0.648076005258978,0.435966510061266,0.27806617420776,0.584697924158667,0.763171574979657,0.55629943672415,0.445724363518778,0.444339550303198,0.369450065613985,0.289160337963759,0.350576105545726,0.264421967537624,0.307036486688345,0.339499289037315,0.158371107446831
"20200104",0.488923713587026,0.361290407199254,0.637586326470902,0.454528274015438,0.508008654863962,0.349977746377754,1.14999997266305,0.267411448354575,0.560570156436129,0.572149770375205,0.7812984810725,0.849152001333923,0.491712017432572,0.648016417379494,0.74502376530043,0.817552805470998,0.768027370507733,1.05020790479904,0.858884536466527,0.979803350836468,0.969802397760838,1.11373992525198,1.07210471332535,0.784183319992863,0.942408171803386,0.924211606926894,0.720803903946911,0.857856998717534,0.859287229461197,0.900137918282915,0.953836801454738,0.782984723611791,0.836259093683291,0.848978310192575,0.977826211376184,0.678891780871753,0.980468587466616,0.853414512926987,0.743073963350693,0.619928520425561,0.646360431074321,0.602629317506499,0.485505695231392,0.46303207580235,0.690127661471747,0.563165146730023,0.58203617268606,0.490744925458046
"20200105",0.473727912877089,0.20905189721343,0.318263644144594,0.246912920477071,0.365225545461388,0.662051492800084,0.472753577544328,0.251558363510207,0.472636550472709,0.725164299373281,0.527218991852348,0.773365905592146,0.477999310154934,0.680328540922465,0.819097013520706,1.3808590004353,1.21082311098626,1.03406530585268,0.956508532019945,0.44150794651267,0.679808472476462,1.54013499662528,0.834286550223365,0.737070907651058,0.715310229121451,0.73144362790904,0.649548586197074,0.662215626665029,0.518866865879847,0.500121283121118,0.724122302319322,0.529127156985955,0.338068959622315,0.398903299100771,0.214897966811758,0.0641730771333997,0.810270404218637,0.733451403091978,-0.0574301812627846,0.562414644822821,0.951008025292608,1.4329732420595,1.53579337169166,1.96276211998061,2.00984296132824,1.63371803120521,1.76304010757642,0.98393875455952
"20200106",0.791824376327981,0.803762978384001,0.759664118876753,0.890581558625959,0.821341143480501,0.74200226721326,0.630547668847894,0.349060662903691,0.498925491768788,0.520912283084882,0.665504559238884,0.522068452847789,0.702576991666608,0.689197045631896,0.895305522666091,0.829650790938408,0.650263928309929,0.932986834621839,0.75819152303238,0.603991650309912,0.464617024556471,0.507687522941155,0.838069368061565,0.641924370067691,0.836825573072415,1.64219078857901,1.14726987499269,0.709108256540062,0.827197990974913,0.912751845065277,0.759153951725294,0.794273067352714,0.662409937487686,0.711896754370245,0.669465854600616,0.460508071231189,0.90152490591587,0.471345063492191,0.551120912040834,0.401120994648776,0.565865218577327,0.790429220442492,0.382698334455445,0.259838823940584,0.61493645633871,0.736725786112142,0.709502279037983,0.460368472303151
"20200107",0.680768521227446,0.511557464468565,0.652529504686297,0.937701030332649,0.680099355534445,0.724065460177553,0.824509279415061,0.623892244920547,0.787292976622962,0.60577773286894,0.843013474651151,1.00290736641599,1.0168543409519,1.04964063616356,0.928820936491719,1.15233586680453,1.79707129002145,1.59238044989333,1.16521166151478,0.713661499653643,0.971552199246413,1.31583179019284,1.25533807390486,1.10167855504013,0.725727469351139,0.535119985849827,0.524879949094252,0.380727612764552,0.558037874144713,0.566055057195581,0.929176673269351,0.872598566594116,0.806450577422828,0.740137774055681,0.7889637637409,0.703884215846674,0.842696866261405,0.705236940022851,0.70952231375779,0.647778400421671,0.699491236637927,0.518589924607892,0.369855050840204,0.616769314078596,0.524745155595499,0.524730312370201,0.591650348994324,0.916639978200824
"20200108",0.663269327040081,0.319293018784782,0.534397543542137,1.02264162122939,0.748655239495955,0.685254091232157,0.539844270604162,0.611371792095774,0.423755862729159,0.580847427975294,0.800834797489749,0.617762774935246,0.610882548449988,0.848353454081851,1.07497247510063,1.32684421243231,0.802954730269154,0.957250366563829,0.898911128856679,0.915606671714802,0.809272641393532,0.712196186412278,0.841345349797445,0.85085561283205,0.640553935358008,0.968361470062999,0.924304590255583,0.933182607346017,0.94474089456027,0.697139926406814,0.866709679097168,0.831736705196673,0.839633220278411,1.02474117277766,0.939894414398559,1.12081952538601,1.50778167414969,0.971286221186188,0.900310606096406,0.534782250474887,0.481781399995501,0.0167769136904154,0.270123816707866,0.606229737893093,0.373782178277051,0.767037706821662,0.462167016442746,0.469562598561111
"20200109",0.523617099817772,0.0598155498278556,0.440642751997722,0.35410154815017,0.26753651464309,0.436983460500748,0.570127047580045,0.145879808261716,0.418681213229664,0.318198707705799,0.33924763826259,-0.108895526402207,0.913730348106701,0.461601955386717,0.835728690132977,0.655754757467925,0.48940920078865,0.509490126945153,0.624989768542094,0.244521557770533,0.646136854743113,0.508511059895603,0.501063239592584,0.388054947724622,0.559117925391179,0.49215334296342,0.090047922958232,0.00964129674748441,0.331972447422667,0.260393383362938,0.354316488036758,0.457268445098148,0.549011311844467,0.512556546391926,0.459367455734892,0.273258265660584,0.353807985175561,0.385236090006668,0.488018865636153,0.370681641814292,0.365369154476763,0.45694734012838,0.700565130136008,0.753448379649672,0.631356305622744,0.79532484077635,2.73074334255749,2.7646965916001
"20200110",0.805805633574031,3.24683942168258,3.16701211014195,3.58599547667361,1.03638675490619,1.24465364305614,3.38409717780279,2.33988895375335,0.848829651245577,0.401913887640916,1.06283935391494,0.502813456439695,0.61822281125211,0.626749196240672,0.774349988981141,0.482031574100421,0.686607315273974,0.550487568559309,0.457848462193115,0.285510236501244,0.430150753190021,0.363256038444515,0.236567986480307,0.0669681545811521,0.106160054887903,-0.121445099857343,0.0225006048243841,0.0851301239922004,0.748217961106321,0.713482934051706,0.751430986480723,0.561406272632273,0.30140069282087,0.357494932604963,0.370876509696354,0.652011330526968,0.744036583292029,0.761771818842916,0.685409043362469,0.514254224384585,0.37694302927441,0.271116875683236,0.288268472843605,0.199033370800945,0.181396653268171,0.403985948735149,0.290498794114741,0.52766182423364
