,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,row_sd
20190329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190401,-0.11733486,0.454678567,-0.04834068,0.058832903,0.011619456,-0.07539073,-0.022458196,0.037851912,0.093624052,0.197998529,0.263460856,0.341884616,0.136001143,0.205251498,0.304108563,0.445714578,0.944616233,0.334294576,0.177023925,0.165826649,0.225708472,0.511717964,0.789948488,0.282008718,0.399626458,0.546951851,0.936236957,0.792956799,0.361327931,0.421946609,0.69657784,0.635318456,0.644320423,0.399638709,0.462675812,0.496550987,0.461788741,0.293034064,0.398570768,0.295983188,0.234558114,0.210439568,0.089637139,0.059880832,0.374233003,0.176405243,0.036925327,0.009848305,0.202960805
20190402,0.103760375,0.733661497,-0.050406769,0.418186456,0.157904058,0.439359437,0.333227935,-0.000986941,0.100418965,0.212431232,0.248524966,0.221464084,0.146661585,0.47155877,0.387100045,0.533147288,0.603249292,0.245912623,0.281294416,0.297757124,0.413831058,0.476810741,0.59835139,0.424656579,0.756025563,0.964396076,0.817779986,0.563857429,0.380500365,0.448043574,0.299494594,0.307440266,0.628072833,0.483228808,0.767087628,0.714815838,0.604828116,0.652928623,0.503964168,0.541059684,0.530789642,0.248702339,0.456663818,0.428858548,0.496417243,0.391150041,0.196572664,0.178260128,0.189474394
20190403,0.328515081,0.569104109,0.361951279,0.430095052,0.278453082,0.29098729,0.22757019,0.036836286,0.463928776,0.722206897,0.437375845,0.415775112,0.376280926,0.440695978,0.258810699,0.239367019,0.551060413,0.222470796,0.313583319,0.345538812,0.311442997,0.382478242,0.322303367,0.249147784,0.869443023,1.294137438,0.574414815,0.869699306,0.469682582,0.354167904,0.480523108,0.456751406,0.591537544,0.345476274,0.255853135,0.370683667,0.214513569,-0.098046934,0.184820717,0.058849936,0.031147843,0.415476367,0.118772012,0.129680099,0.518590873,0.434236,0.266181978,0.243177451,0.236554408
20190404,0.231824846,0.644055827,0.112555889,0.097928999,-0.023451349,0.029031264,0.200901487,0.150785519,0.210532047,0.274663685,0.2053114,0.235558873,0.081350581,0.138353162,-0.059184342,0.175095817,0.34117649,0.259413383,0.118461837,0.081495312,0.532439979,0.143691225,0.270404706,0.241047119,0.519624715,0.940962142,1.095240538,0.731763791,0.149405951,-0.419132112,0.010668355,0.209965732,0.317846096,0.088109777,-0.091683141,-0.0332931,0.02724678,0.134166484,0.640251132,0.295708708,0.334590308,0.58138251,0.334815294,0.442917258,0.584914475,0.244804576,0.137515136,-0.031599855,0.179603459
20190405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190407,0.612677692,1.122900362,0.898710045,0.998998419,0.631079304,0.738947398,1.046651625,0.353699878,0.516637514,0.594654563,0.455309093,0.392950168,0.331527077,0.798497391,0.955893758,0.890866947,1.545186605,0.276005141,0.95962335,0.967315191,0.82340294,0.51475763,1.008436631,0.746662776,0.822050854,0.38430535,1.156165281,0.854894347,-0.266561652,-0.5769681,-1.122767759,-0.924566059,-0.874322137,-1.149663172,-0.537736887,0.136581619,-0.441197296,-0.709238502,-0.203799027,-0.469828895,-0.380093705,-0.776115024,-0.434840446,0.179461323,0.359691725,-0.044265337,0.391326927,0.214394761,0.165997564
20190408,0.371953233,0.74799086,0.913809792,0.678374739,0.570082164,-0.527947303,0.558642517,-0.62553214,-0.758716763,-0.757519012,-0.746452694,-0.588463069,-0.52189811,-0.689544609,0.211637325,0.074136113,-0.190377081,-0.436976687,0.002977219,0.138026333,1.045978362,0.611902595,0.720982815,0.06378891,-0.186836103,-0.440415521,-0.803381076,-0.591058859,-0.487693183,-1.205355047,-1.132698179,-2.350521816,0.479791739,1.808104694,1.203660867,-0.670114825,0.257961719,1.449207194,0.747825903,0.44287431,0.459544607,0.251338492,-0.478044563,0.617578144,0.451688249,0.183126697,1.279956534,2.681208956,0.392182111
20190409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190412,0.425579492,0.195861405,-0.034538033,0.307448589,0.436313539,0.38853917,0.357063035,0.382781065,0.290045042,0.277715366,0.514349832,0.633367999,0.35258031,0.534686032,0.278364244,0.264502989,-0.050294459,-0.09358251,0.400494388,0.206750747,0.111040022,0.217727344,0.559373223,0.046806137,-0.154840051,-0.306269088,-0.662208317,-0.578603496,-0.488813506,-0.546852975,-0.557747193,-0.598725343,-0.341802527,0.439467313,0.458919266,-0.548126952,-0.421146332,0.483418397,0.274015861,-0.210457666,-0.401051061,-0.376058574,-0.390483902,-0.38695073,-0.757509745,-0.16497501,0.37237638,0.395570973,0.358799174
20190413,0.413688899,0.393008631,0.311057371,0.609433663,0.873248307,0.569371517,0.482483897,0.404866228,0.324169165,0.371049591,0.358714682,0.207903215,0.254992319,0.300614712,0.102150328,0.145323576,-0.17492996,-0.172276215,0.448743704,0.401165183,0.070610817,0.284013479,0.227312923,0.056426164,0.144561067,-0.332609637,-0.61056453,-0.619080052,-0.657852097,-0.386199837,-0.646240347,-0.681630985,-0.483859287,0.165248554,0.316249837,-0.599219715,-0.567444118,0.357341938,0.126588301,-0.456826225,-0.328071249,-0.399682176,-0.469874591,-0.578566064,-0.683304119,-0.266831756,0.534809214,0.108041564,0.352889641
20190414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190422,1.397891475,1.411269884,1.194369522,1.366831781,1.37615871,1.28542671,1.165013566,1.594917008,1.57685001,1.445290474,0.748334972,0.972384104,1.393115828,1.433756955,1.301307816,0.858738458,1.247320132,1.196697815,1.153347158,1.187231642,1.135459781,1.109969793,1.064418816,0.502801271,0.426937802,0.112698476,0.159422617,0.053350938,0.473969144,2.164639634,-0.35277854,-0.533909953,-0.77911241,-0.865623688,-0.890989216,-1.150742748,-0.129850514,0.196386563,0.430377709,0.739873165,0.578224839,0.352185345,0.626361059,0.778406237,1.013200233,1.046902419,0.786163349,0.954936779,0.436676428
20190423,1.311503593,1.401142194,1.18750594,1.289700056,1.12762953,1.293623896,1.063569847,1.587529571,1.153970716,1.351150952,0.958288398,1.17636714,1.254910671,1.277974753,1.230051528,0.861345567,1.19920384,1.290990504,1.138784529,1.086122423,1.320164755,1.057576573,1.100867224,0.507437765,0.073661408,-0.117225113,-0.421109078,-0.251378738,2.847058432,0.523514232,-0.125454111,-0.634367536,-0.755243507,-0.594078819,-0.60078412,-0.831477739,-0.20025148,-0.737200182,-0.765459208,0.077935161,-0.099833791,0.106263034,0.359359396,0.304793536,0.660599965,0.927077945,0.671781605,0.639875207,0.527923977
20190424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190425,1.47883852,1.839355646,1.395627191,1.273773435,1.417812437,2.080972453,2.185406796,2.262910219,1.483480953,1.187407409,1.80258925,1.710527573,2.002633902,2.042996937,1.531648203,1.33748411,1.405809643,1.425540771,1.091896566,1.157918564,1.449296447,1.142434715,0.954751754,0.493242973,0.434342581,0.362659575,5.000160135,-0.060027741,-0.373784941,0.412471031,0.26692233,-0.175260237,0.913791751,0.69764935,-0.158607739,-0.255674102,0.346396957,0.071376199,-0.005070241,0.110371786,-0.078066208,0.00210745,-0.10516399,0.194432021,-0.145188897,0.274155776,-0.110841894,0.264373987,0.446790612
20190426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190428,0.601472521,0.4676652,0.229921233,0.220874209,0.309241431,0.552675533,0.565541921,0.464237267,0.565062011,0.553645667,0.563660918,0.485306839,0.598906874,0.275824848,0.938295461,0.563620565,0.42646737,0.416782728,0.329097086,0.323576599,0.137386616,1.608996195,2.142649069,2.145651911,2.089538754,4.118116564,6.395871357,2.225016666,1.182741888,2.074839699,0.576294948,-0.051125668,0.003923981,-0.52235237,-0.679508834,-0.474012315,-0.07250894,-0.364602942,-0.273955644,-0.790090945,-0.276587638,-0.351864454,0.286354161,0.357574608,0.074325681,-0.636734739,-0.037687259,0.454617661,0.444379164
20190429,0.56111688,0.562940961,0.473529634,0.471976545,1.813675333,2.21628756,1.501374605,1.573766636,1.718040371,1.326450139,0.953863509,0.969907435,0.966013393,0.673109688,1.749897647,1.591945921,1.217852004,1.00724687,1.003900252,1.018735177,0.984320382,1.016658592,2.647595937,1.59434321,0.798713535,0.936127855,0.264677951,0.173421173,0.051938571,0.614789907,-0.275494125,-0.357801588,-0.726147994,-0.337051933,-0.499376523,-0.842811492,-0.286693858,-0.673592992,-0.52370463,-0.472629605,-0.281463111,-0.41355566,-0.034412915,0.414581384,0.684617284,0.680922349,0.867808932,0.890128227,0.479601574
20190430,0.770198321,0.930717229,1.145827936,1.016200887,1.022065044,0.650369677,0.895594572,1.147640977,0.965133805,1.238272454,0.940887462,1.035137442,0.768732112,1.394288198,1.531777562,0.964430211,1.203563759,1.216189615,1.199720585,0.928130252,1.328638244,2.43992346,0.776261993,0.398509078,0.066752916,0.145863577,0.079441171,-0.065139698,0.406431495,-0.507562702,-0.642699477,-0.704787525,-1.142814749,-1.023713112,-0.793346092,-1.22257937,-0.863831863,-1.404097749,-0.781026433,-0.720743463,-0.541358792,-0.250903699,0.18290954,0.274763495,0.568549677,0.526570565,0.678952493,0.721760448,0.588842146
20190501,0.247266619,0.451869187,0.917283399,0.461711596,1.010263211,1.090348116,1.233160828,1.349538599,0.995961779,1.182356435,1.082649759,1.254542392,1.261571102,1.243935747,1.279649298,1.308034212,1.124202727,1.23335173,1.294055134,0.863450546,0.702638877,0.83297573,0.639132219,0.613455269,0.795793948,0.655190218,0.691000653,0.979488249,0.067127182,-0.965328794,0.061624784,0.259634083,0.135266463,-0.551094094,-0.309483678,-0.461503684,-0.787563236,-0.443238028,-0.508361202,0.022738071,-1.068637571,-0.632544658,-0.724456187,-0.541756909,0.198515026,0.403095025,0.31476892,0.094667424,0.265281896
20190502,0.112910519,0.261154913,0.52798607,0.573145598,0.600482357,0.882390187,1.187139812,1.616072245,1.341104813,1.628419417,1.071263941,1.118501098,1.368326711,1.693032067,1.66928615,1.467507665,1.376205748,1.346267231,1.456718728,0.910839927,1.073050367,0.710879375,0.646085055,0.350930458,0.837728494,0.760435368,1.140786242,1.025235389,-0.01120321,-1.198435181,-0.140993633,-0.031970152,0.34610309,-1.219340709,-0.547878282,-0.560970492,-1.19324784,-0.828610992,-0.944810655,-0.275957665,-1.353837592,0.023294316,-0.080106822,-0.698697515,-0.495230655,-0.095757967,0.333820915,-0.153117268,0.301525177
20190503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190504,-0.266318518,0.320617651,-0.032319237,-0.099413578,0.012476469,0.645936171,0.674198362,1.772081158,1.823535656,2.389013622,0.695194871,0.825381986,1.292274246,1.491910222,2.281023485,0.530874027,1.256381961,1.25006535,1.358981842,0.967269086,0.970122847,0.070212889,0.223169416,0.114631028,0.757768654,0.200529873,0.190821782,0.999002051,1.497413363,2.659352591,1.530781354,0.18931001,1.217041038,0.976235737,1.18369979,1.43777044,1.273077519,1.21843233,1.019445815,1.205332714,0.245129258,0.556093764,0.848712904,1.005972783,1.168141828,1.4156265,1.184112241,0.739511014,0.292071077
20190505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190506,0.343754712,1.105271374,0.78088367,0.898073908,0.567730533,0.687065453,2.032373379,2.057042841,0.688620822,0.214268267,0.137566838,0.96610771,1.901656837,1.193967867,0.380537297,0.504566444,1.710621478,0.915433344,1.673880486,0.623293313,1.123620958,0.925463822,0.672016352,0.650958648,0.855528883,0.67497645,0.960319313,1.204287227,-0.097617813,-1.764523497,-0.098564261,-0.119151873,0.448237123,-0.497142785,-0.743650076,-0.960394378,-1.303931771,-0.466219151,-0.80693474,-0.631936736,-2.068444345,-1.233539994,-1.685730761,-1.298559204,-0.582240161,-1.010053456,-0.738111553,-0.175588752,0.279468251
20190507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190509,-0.858041276,-0.00192159,0.198983865,0.319284963,0.491669129,0.107040098,0.372225331,0.571270996,0.228241855,0.767396574,0.378052023,0.68638276,8.505469352,0.466311989,0.312232076,0.288735546,0.405358087,0.672928242,-0.27553977,0.672781477,0.588006091,-0.238613113,-0.142041982,1.197524847,1.300331158,2.544590451,2.266345398,-0.563529657,-0.550101364,-1.156404309,-1.640546874,-0.770744034,-1.404394078,-1.808942805,-1.332023471,-1.343846552,-1.787353856,-1.515104987,-2.789577281,-2.370479093,-1.833066394,-1.903826229,-2.327449229,-2.808085862,-2.17841938,-1.976670005,-0.600804904,-1.063373306,0.62425932
20190510,-0.413897654,0.095694016,0.131736447,0.623655926,0.424802513,0.148832154,0.603520338,1.189683939,0.124412242,0.820945523,0.576671768,0.197636193,0.617115389,0.751050486,0.741581859,0.674337316,1.257631998,0.365584286,0.611183748,0.325190322,0.59342933,0.509393488,0.519451738,1.057148676,0.97850256,-0.231395471,-0.664113259,-0.705784686,-0.329014425,-1.130071514,-1.513949849,-1.027237863,-1.608844123,-1.745639607,-0.828153428,-0.809502604,-1.676495537,-1.200960093,-2.041170646,-1.628627583,-1.32547506,-1.890251347,-2.029902804,-2.64443336,-1.89036013,-0.589715056,-0.053497701,-0.446394813,0.489658667
20190511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190512,0.362007924,0.611057032,0.487715864,0.694588858,0.330908151,0.051979943,0.116354051,0.177136736,0.103773769,0.256772771,0.535434937,0.94532046,0.439941012,0.202431156,0.207060961,0.097693771,0.007877741,-0.027522849,0.29790556,0.397056112,0.3069432,0.21665101,0.459124893,1.274410993,1.647874638,0.970721044,4.90633518,2.671235916,-0.474257287,-0.731204543,-1.123555919,-1.045462825,-0.911361003,-1.220704954,-1.295868674,-0.183641772,-0.345486406,-0.057071667,-0.159436479,-0.539333474,-0.095167941,-0.277465714,0.249124357,0.257985862,-0.263265318,-0.276092685,0.71793075,-0.040209927,0.451725814
20190513,0.5400051,0.202925748,0.014180269,0.641720143,1.695336258,1.151977553,0.672257684,0.275498735,-0.204143423,0.789499158,0.413797644,0.457217714,0.229118325,0.064610828,0.024950207,-0.012928113,0.128801917,0.025939398,0.301238618,0.359891817,0.364823696,0.234693972,0.392631665,1.316032652,3.44419951,5.353713557,4.023949734,3.991624147,0.542133786,0.1886727,-0.123620503,0.287447133,-0.75009352,-0.278337755,0.534356737,0.279193253,0.293374595,0.424358752,0.004481833,0.24831028,0.174223837,-0.026513843,0.082569704,0.377908611,0.020811261,0.561442229,1.030431193,0.211309132,0.485749933
20190514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190517,1.446553745,0.518823343,1.811270227,1.812877338,0.980020606,2.040809397,1.369577344,0.774605569,0.899878718,0.610933803,0.34756791,0.454283392,0.293277892,0.183020163,0.365004751,0.568722091,0.600539214,0.252270362,0.439951282,0.576215575,0.398137122,0.880354193,0.264566428,0.313772552,0.36506857,-0.325403989,-1.181137842,-1.815156293,-1.512771541,-0.830353208,-1.794950681,-2.074600794,-1.661387793,-1.327181557,-1.749641293,-0.864858573,-1.279553099,-0.808070389,-0.894742918,-1.71265067,-1.114135105,-1.580652681,-0.716633361,-0.944004965,-0.638721874,-0.102592235,0.294143912,-0.119393096,0.654627561
20190518,-0.266410997,-0.025629119,0.491170082,0.530071113,1.173437797,2.217182633,1.71828353,2.24987425,1.251405771,1.263636365,0.914151691,0.578722592,0.239414881,0.811956861,0.832245254,0.604425519,0.137125852,0.763646173,1.372219475,0.486424443,0.236502079,0.252680067,0.278860324,0.209993584,0.04250902,-0.361890531,-0.178086119,-0.793984308,-0.299121299,0.28838942,-0.402977104,-0.269040305,-1.260889475,-0.910731151,-1.03120401,-0.251787796,-0.21674976,-0.175528627,0.831030135,0.149260155,0.290492946,-0.084455613,0.056905375,-0.219589748,-0.707372435,-0.501921485,0.129838079,0.574773055,0.500464698
20190519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190520,0.947616583,0.152158479,1.197766447,1.035248834,0.90182787,0.737901562,0.987808073,0.863054698,0.680895029,0.64999479,0.717250089,1.025775129,0.510908946,0.637898803,0.835777777,0.979689001,0.785084343,0.528173315,1.059260647,0.875784125,0.599859957,0.698118696,0.228370741,0.300697991,0.100066188,-0.394653074,-1.23627825,-2.030564032,-2.214322025,-0.894116235,-1.661912159,-2.150258606,-1.845891508,-1.66725158,-2.302126722,-1.398712642,-2.04226738,-1.837565983,-1.205687221,-1.971198299,-1.145670243,-1.291723857,-0.697625698,-0.918128788,-0.66005437,-0.319072453,0.197871779,0.340472226,0.613985402
20190521,0.248796354,0.384828767,0.397145879,0.19312164,0.203234198,0.271053149,1.281252226,1.136041817,0.437836636,0.368084654,0.612034228,0.39884369,0.707448853,0.844521758,0.73946468,0.824222186,0.597550914,0.512462101,0.553487633,0.265471655,0.055108042,0.241488498,0.073552084,0.210096208,-0.130769567,-0.645333964,-0.561683566,-1.061850935,-2.590629036,-1.057666761,-2.10596574,-2.576785074,-2.741859644,-2.946923034,-1.992765445,-2.206447659,-2.153122556,-2.000422339,-1.859113016,-1.665555435,-1.137855292,-1.992090934,-1.373075527,-1.135501059,-0.604256738,-0.501854638,0.33597995,0.068809777,0.604895506
20190522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20190524,1.51788718,1.947144434,1.260563352,2.08378625,2.571374167,1.292711343,1.79585214,1.78429542,2.051461723,3.863490065,1.895569246,3.082410642,3.668140511,4.219832837,3.441443225,3.170431006,5.846063102,4.283212994,2.35412987,2.022525107,2.670034016,3.30397067,4.776820168,2.666968671,3.166023265,3.822067467,3.115144661,1.198837463,-1.746476151,-2.233775286,-1.550223381,-1.385465131,-1.848778888,-2.614130837,-1.516442125,-0.032303546,-0.494491911,-0.861568756,-1.028731583,-0.987071082,-1.971894715,-1.749815136,-1.487105273,-1.673533416,-3.466105947,-1.671899508,0.278867862,1.116794678,1.038726513
20190525,1.509378351,1.77129812,1.501907818,2.733120318,2.133610421,1.788690715,1.560719977,1.513137828,1.223453849,0.788317661,1.554215256,0.509593557,2.46629512,3.14432507,2.618770182,3.339444129,4.431788384,4.239606185,3.981615887,3.317415821,4.599359266,6.429289159,7.354857292,6.302254921,6.10189609,9.424613928,3.134243662,1.512947456,-3.211690926,-5.399015263,-4.826505001,-4.400276128,-5.92768697,-4.853694576,-3.092657473,-4.493234731,-3.624192008,-4.758059593,-1.469298863,-1.762171282,-2.05121653,-2.485301454,-2.761949239,-2.354628036,-8.60635979,-4.164590508,-2.121178942,-0.736805049,1.061427258
20190526,0.773353364,2.033179465,1.65545295,2.047591491,3.104103537,1.353595673,2.144717499,1.266989699,1.054258744,0.717691732,0.350471348,0.466358384,0.172530927,1.337211671,-0.051646229,-0.16801861,0.856045101,0.907636777,1.141292575,0.413521593,0.52138323,1.110409458,2.802799397,1.765918041,1.704923411,3.375281091,1.040490977,-2.743348304,-4.927333049,-4.489850242,-2.776230878,-3.731555068,-4.395020653,-5.224206785,-4.310340574,-5.87198638,-5.334229015,-3.982126482,-3.520347103,-3.443184286,-2.685176695,-4.651963613,-2.415550123,-3.18816191,-2.324083346,-1.037794358,-0.618368757,0.713866953,0.896624174
20190527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
